Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Num_Days,Train_Category
11025,BSL-PUNE EXP,BHUSAVAL JN.,PUNE JN.,Tuesday,1,Weekday
11026,PUNE-BSL EXP,PUNE JN.,BHUSAVAL JN.,Saturday,1,Weekend
11027,CSMT-MAS MAI,CST-MUMBAI,CHENNAI CENTRAL,Sunday,1,Weekend
11028,MAS-CSMT MUM,CHENNAI CENTRAL,CST-MUMBAI,Thursday,1,Weekday
11029,KOYNA EXPRES,CST-MUMBAI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Tuesday,1,Weekday
11030,KOYNA EXPRES,CHHATRAPATI SHAHU MAHARAJ TERMINUS,CST-MUMBAI,Friday,1,Weekday
11031,SUR-BJP EPXR,SOLAPUR,BIJAPUR JN,Saturday,1,Weekend
11032,BJP-SUR EXPR,BIJAPUR JN,SOLAPUR,Wednesday,1,Weekday
11033,PUNE-DBG EXP,PUNE JN.,DARBHANGA JN.,Friday,1,Weekday
11034,DBG-PUNE EXP,DARBHANGA JN.,PUNE JN.,Wednesday,1,Weekday
11035,SHARAVATHI E,DADAR,MYSORE JN.,Friday,1,Weekday
11036,SHARAVATI EX,MYSORE JN.,DADAR,Tuesday,1,Weekday
11037,PUNE-GKP EXP,PUNE JN.,GORAKHPUR JN.,Friday,1,Weekday
11038,GKP-PUNE EXP,GORAKHPUR JN.,PUNE JN.,Tuesday,1,Weekday
11039,MAHARASHTRA,CHHATRAPATI SHAHU MAHARAJ TERMINUS,GONDIA JN.,Thursday,1,Weekday
11040,MAHARASHTRA,GONDIA JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Friday,1,Weekday
11041,CSMT -MAS EX,CST-MUMBAI,CHENNAI CENTRAL,Tuesday,1,Weekday
11042,MAS-CSMT MUM,CHENNAI CENTRAL,CST-MUMBAI,Saturday,1,Weekend
11043,LTT-MADURAI,LOKMANYA TILAK TERMINUS,MADURAI JN,Tuesday,1,Weekday
11044,LOKAMANYA TT,MADURAI JN,LOKMANYA TILAK TERMINUS,Sunday,1,Weekend
11045,DIKSHABHOOMI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,DHANBAD JN.,Sunday,1,Weekend
11046,DIKSHABHUMI,DHANBAD JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Sunday,1,Weekend
11047,MRJ UBL EXP,MIRAJ JN.,HUBLI JN.,Friday,1,Weekday
11048,UBL MRJ EXPR,HUBLI JN.,MIRAJ JN.,Sunday,1,Weekend
11049,ADI-KOP EXPR,AHMEDABAD,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday,1,Weekend
11050,KOP-ADI EXPR,CHHATRAPATI SHAHU MAHARAJ TERMINUS,AHMEDABAD,Saturday,1,Weekend
11051,SUR - KOP EX,SOLAPUR,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Friday,1,Weekday
11052,KOP - SUR EX,CHHATRAPATI SHAHU MAHARAJ TERMINUS,SOLAPUR,Sunday,1,Weekend
11053,LTT-AMH EXPR,LOKMANYA TILAK TERMINUS,AZAMGARH,Thursday,1,Weekday
11054,AMH-LTT EXPR,AZAMGARH,LOKMANYA TILAK TERMINUS,Thursday,1,Weekday
11055,GODAN EXPRES,LOKMANYA TILAK TERMINUS,GORAKHPUR JN.,Thursday,1,Weekday
11056,GODAN EXPRES,GORAKHPUR JN.,LOKMANYA TILAK TERMINUS,Wednesday,1,Weekday
11057,AMRITSAR EXP,CST-MUMBAI,AMRITSAR JN.,Friday,1,Weekday
11058,ASR CSMT EXP,AMRITSAR JN.,CST-MUMBAI,Thursday,1,Weekday
11059,CHHAPRA EXPR,LOKMANYA TILAK TERMINUS,CHHAPRA JN.,Sunday,1,Weekend
11060,CPR LTT EXPR,CHHAPRA JN.,LOKMANYA TILAK TERMINUS,Thursday,1,Weekday
11061,LTT-DBG  EXP,LOKMANYA TILAK TERMINUS,DARBHANGA JN.,Monday,1,Weekday
11062,DBG  LTT EXP,DARBHANGA JN.,LOKMANYA TILAK TERMINUS,Monday,1,Weekday
11063,MS SA SUPER,CHENNAI EGMORE,SALEM JN.,Monday,1,Weekday
11064,SA MS SUPERF,SALEM JN.,CHENNAI EGMORE,Sunday,1,Weekend
11067,SAKET EXPRES,LOKMANYA TILAK TERMINUS,FAIZABAD JN.,Saturday,1,Weekend
11068,SAKET EXPRES,FAIZABAD JN.,LOKMANYA TILAK TERMINUS,Friday,1,Weekday
11071,KAMAYANI EXP,LOKMANYA TILAK TERMINUS,VARANASI JN.,Sunday,1,Weekend
11072,KAMAYANI EXP,VARANASI JN.,LOKMANYA TILAK TERMINUS,Saturday,1,Weekend
11073,LTT-MAS EXPR,LOKMANYA TILAK TERMINUS,CHENNAI CENTRAL,Friday,1,Weekday
11074,CHENNAI - LT,CHENNAI CENTRAL,LOKMANYA TILAK TERMINUS,Wednesday,1,Weekday
11075,LTT-BIDR EXP,LOKMANYA TILAK TERMINUS,BIDAR,Thursday,1,Weekday
11076,BIDR-LTT EXP,BIDAR,LOKMANYA TILAK TERMINUS,Thursday,1,Weekday
11077,JHELUM EXPRE,PUNE JN.,JAMMU TAWI,Tuesday,1,Weekday
11078,JHELUM EXPRE,JAMMU TAWI,PUNE JN.,Saturday,1,Weekend
11079,LTT-GKP EXPR,LOKMANYA TILAK TERMINUS,GORAKHPUR JN.,Saturday,1,Weekend
11080,GKP-LTT EXPR,GORAKHPUR JN.,LOKMANYA TILAK TERMINUS,Wednesday,1,Weekday
11081,LTT-GKP VIA,LOKMANYA TILAK TERMINUS,GORAKHPUR JN.,Tuesday,1,Weekday
11082,GKP-LTT VIA,GORAKHPUR JN.,LOKMANYA TILAK TERMINUS,Friday,1,Weekday
11083,LTT-KZJ TADO,LOKMANYA TILAK TERMINUS,KAZIPET JN.,Friday,1,Weekday
11084,KZJ-LTT TADO,KAZIPET JN.,LOKMANYA TILAK TERMINUS,Thursday,1,Weekday
11085,LTT-MAO DOUB,LOKMANYA TILAK TERMINUS,MADGOAN JN.,Sunday,1,Weekend
11086,MAO-LTT DOUB,MADGOAN JN.,LOKMANYA TILAK TERMINUS,Saturday,1,Weekend
11087,VRL-PUNE EXP,VERAVAL,PUNE JN.,Sunday,1,Weekend
11088,PUNE-VRL EXP,PUNE JN.,VERAVAL,Thursday,1,Weekday
11089,BGKTPUNE EXP,BHAGAT-KI-KOTHI,PUNE JN.,Sunday,1,Weekend
11090,PUNE BGKT EX,PUNE JN.,BHAGAT-KI-KOTHI,Tuesday,1,Weekday
11091,BHUJ PUNE EX,NEW BHUJ,PUNE JN.,Friday,1,Weekday
11092,PUNE BHUJ EX,PUNE JN.,NEW BHUJ,Friday,1,Weekday
11093,MAHANAGARI E,CST-MUMBAI,VARANASI JN.,Thursday,1,Weekday
11094,MAHANAGARI E,VARANASI JN.,CST-MUMBAI,Thursday,1,Weekday
11095,AHIMSA EXPRE,AHMEDABAD,PUNE JN.,Friday,1,Weekday
11096,AHIMSA EXPRE,PUNE JN.,AHMEDABAD,Wednesday,1,Weekday
11097,POORNA EXPRE,PUNE JN.,ERNAKULAM. JN,Saturday,1,Weekend
11098,POORNA EXPRE,ERNAKULAM. JN,PUNE JN.,Friday,1,Weekday
11101,PUNE-GWALIOR,PUNE JN.,GWALIOR JN,Thursday,1,Weekday
11102,GWL-PUNE EXP,GWALIOR JN,PUNE JN.,Tuesday,1,Weekday
11103,JHS-BDTS EXP,JHANSI JN,BANDRA TERMINUS,Sunday,1,Weekend
11104,BDTS-JHS EXP,BANDRA TERMINUS,JHANSI JN,Sunday,1,Weekend
11107,BUNDELKHAND,GWALIOR JN,VARANASI JN.,Friday,1,Weekday
11108,BUNDELKHAND,VARANASI JN.,GWALIOR JN,Friday,1,Weekday
11109,JHS-LKO INTE,JHANSI JN,LUCKNOW JN.,Thursday,1,Weekday
11110,LKO -JHS INT,LUCKNOW JN.,JHANSI JN,Friday,1,Weekday
11111,GWL-BLP SUSH,GWALIOR JN,"BALRAMPUR,",Friday,1,Weekday
11112,BLP-GWL SUSH,"BALRAMPUR,",GWALIOR JN,Monday,1,Weekday
11123,BARAUNI-GWL,BARAUNI JN.,GWALIOR JN,Thursday,1,Weekday
11124,GWALIAR-BJU,GWALIOR JN,BARAUNI JN.,Wednesday,1,Weekday
11125,IND-GWL EXP,INDORE BG,GWALIOR JN,Monday,1,Weekday
11126,GWL-IND EXP,GWALIOR JN,INDORE BG,Thursday,1,Weekday
11201,LTT-AJNI EXP,LOKMANYA TILAK TERMINUS,AJNI,Wednesday,1,Weekday
11202,AJNI-LTT EXP,AJNI,LOKMANYA TILAK TERMINUS,Friday,1,Weekday
11203,NAGPUR JAIPU,NAGPUR JN.(CR),JAIPUR JN.,Tuesday,1,Weekday
11204,JAIPUR NAGPU,JAIPUR JN.,NAGPUR JN.(CR),Tuesday,1,Weekday
11205,LTT-NZB EXPR,LOKMANYA TILAK TERMINUS,NIZAMABAD,Thursday,1,Weekday
11206,NZB-LTT WEEK,NIZAMABAD,LOKMANYA TILAK TERMINUS,Friday,1,Weekday
11265,JBP-ABKP EXP,JABALPUR,AMBIKAPUR,Thursday,1,Weekday
11266,ABKP-JBP EXP,AMBIKAPUR,JABALPUR,Monday,1,Weekday
11272,VINDHYACHAL,BHOPAL,ITARSI,Friday,1,Weekday
11301,UDYAN EXPRES,CST-MUMBAI,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Wednesday,1,Weekday
11302,UDYAN EXP,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),CST-MUMBAI,Monday,1,Weekday
11303,HYB-KOP EXPR,HYDERABAD DECCAN,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Thursday,1,Weekday
11304,KOP-HYB EXPR,CHHATRAPATI SHAHU MAHARAJ TERMINUS,HYDERABAD DECCAN,Saturday,1,Weekend
11307,GR-HYB- INTE,GULBARGA,HYDERABAD DECCAN,Monday,1,Weekday
11308,HYB-GR INTER,HYDERABAD DECCAN,GULBARGA,Wednesday,1,Weekday
11309,SUR-MRJ EXP,SOLAPUR,MIRAJ JN.,Sunday,1,Weekend
11310,MRJ-SUR EXP,MIRAJ JN.,SOLAPUR,Wednesday,1,Weekday
11401,NANDIGRHAM E,CST-MUMBAI,NAGPUR JN.(CR),Thursday,1,Weekday
11402,NADHIGRAM EX,NAGPUR JN.(CR),CST-MUMBAI,Tuesday,1,Weekday
11403,NGP-KOP EXPR,NAGPUR JN.(CR),CHHATRAPATI SHAHU MAHARAJ TERMINUS,Friday,1,Weekday
11404,KOP-NGP EXPR,CHHATRAPATI SHAHU MAHARAJ TERMINUS,NAGPUR JN.(CR),Saturday,1,Weekend
11405,PUNE-AMRAVAT,PUNE JN.,AMRAVATI,Thursday,1,Weekday
11406,AMRAVAI-PUNE,AMRAVATI,PUNE JN.,Tuesday,1,Weekday
11407,PUNE-LJN EXP,PUNE JN.,LUCKNOW JN.,Sunday,1,Weekend
11408,LJN-PUNE EXP,LUCKNOW JN.,PUNE JN.,Saturday,1,Weekend
11423,SUR HUBLI EX,SOLAPUR,HUBLI JN.,Friday,1,Weekday
11424,GDG-SUR EXPR,HUBLI JN.,SOLAPUR,Tuesday,1,Weekday
11447,SHAKTIPUNJ E,JABALPUR,HOWRAH JN.,Friday,1,Weekday
11448,SHAKTIPUNJ E,HOWRAH JN.,JABALPUR,Friday,1,Weekday
11449,JBP-SVDK EXP,JABALPUR,SHRI MATA VAISHNO DEVI KATRA,Friday,1,Weekday
11450,SVDK-JBP EXP,SHRI MATA VAISHNO DEVI KATRA,JABALPUR,Thursday,1,Weekday
11463,SMNH-JBP EXP,SOMNATH,JABALPUR,Sunday,1,Weekend
11464,JBP -SMNH EX,JABALPUR,SOMNATH,Thursday,1,Weekday
11465,SMNH-JBP EXP,SOMNATH,JABALPUR,Tuesday,1,Weekday
11466,JBP-SMNH EXP,JABALPUR,SOMNATH,Monday,1,Weekday
11651,JBP-SGRL INT,JABALPUR,SINGRAULI,Thursday,1,Weekday
11652,SGRL-JBP INT,SINGRAULI,JABALPUR,Tuesday,1,Weekday
11701,JBP-INDB INT,JABALPUR,INDORE BG,Sunday,1,Weekend
11702,INDB-JBP INT,INDORE BG,JABALPUR,Sunday,1,Weekend
11703,REWA-DADN  E,REWA,MHOW,Thursday,1,Weekday
11704,INDB-REWA EX,MHOW,REWA,Saturday,1,Weekend
11801,JHS-ETW EXPR,JHANSI JN,ETAWAH,Wednesday,1,Weekday
11802,ETW-JHS LINK,ETAWAH,JHANSI JN,Saturday,1,Weekend
11901,MTJ-KKDE EXP,MATHURA JN.,KURUKSHETRA JN.,Saturday,1,Weekend
11902,KKDE-MTJ EXP,KURUKSHETRA JN.,MATHURA JN.,Wednesday,1,Weekday
12001,BPL - NDLS S,HABIBGANJ,NEW DELHI,Monday,1,Weekday
12002,NDLS - BPL S,NEW DELHI,HABIBGANJ,Thursday,1,Weekday
12003,LKO-NDLS SHA,LUCKNOW JN.,NEW DELHI,Sunday,1,Weekend
12004,NDLS-LKO SHA,NEW DELHI,LUCKNOW JN.,Monday,1,Weekday
12005,NDLS-KLK- SH,NEW DELHI,KALKA,Friday,1,Weekday
12006,KLK-NDLS SHA,KALKA,NEW DELHI,Sunday,1,Weekend
12007,MAS-MYS SHAT,CHENNAI CENTRAL,MYSORE JN.,Friday,1,Weekday
12008,MYS-MAS SHAT,MYSORE JN.,CHENNAI CENTRAL,Saturday,1,Weekend
12009,SHATABDI EXP,MUMBAI CENTRAL,AHMEDABAD,Tuesday,1,Weekday
12010,SHATABDI EXP,AHMEDABAD,MUMBAI CENTRAL,Friday,1,Weekday
12011,NDLS-KLK SHA,NEW DELHI,KALKA,Tuesday,1,Weekday
12012,KLK-NDLS SHA,KALKA,NEW DELHI,Monday,1,Weekday
12013,NDLS-ASR SHA,NEW DELHI,AMRITSAR JN.,Sunday,1,Weekend
12014,ASR-NDLS SHA,AMRITSAR JN.,NEW DELHI,Friday,1,Weekday
12015,NDLS-AII SHA,NEW DELHI,AJMER JN.,Monday,1,Weekday
12016,AII-NDLS SHA,AJMER JN.,NEW DELHI,Monday,1,Weekday
12017,NDLS-DDN SHA,NEW DELHI,DEHRA DUN,Sunday,1,Weekend
12018,DDN-NDLS SHA,DEHRA DUN,NEW DELHI,Saturday,1,Weekend
12019,HOWRAH RANCH,HOWRAH JN.,RANCHI,Tuesday,1,Weekday
12020,RNC HWH SHAT,RANCHI,HOWRAH JN.,Thursday,1,Weekday
12021,HOWRAH-BARAB,HOWRAH JN.,BARBIL,Saturday,1,Weekend
12022,BARABIL-HOWR,BARBIL,HOWRAH JN.,Tuesday,1,Weekday
12023,HOWRAH PATNA,HOWRAH JN.,PATNA JN.,Tuesday,1,Weekday
12024,PATNA HOWRAH,PATNA JN.,HOWRAH JN.,Wednesday,1,Weekday
12025,PUNE-SC SHAT,PUNE JN.,SECUNDERABAD JN.,Sunday,1,Weekend
12026,SC-PUNE SHAT,SECUNDERABAD JN.,PUNE JN.,Friday,1,Weekday
12027,MAS-SBC SHAT,CHENNAI CENTRAL,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Sunday,1,Weekend
12028,SBC-MAS SHAT,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),CHENNAI CENTRAL,Thursday,1,Weekday
12029,SWARNA SHATA,NEW DELHI,AMRITSAR JN.,Monday,1,Weekday
12030,SWARNA SHATA,AMRITSAR JN.,NEW DELHI,Sunday,1,Weekend
12031,NDLS-ASR-SHA,NEW DELHI,AMRITSAR JN.,Tuesday,1,Weekday
12032,ASR-NDLS SHA,AMRITSAR JN.,NEW DELHI,Friday,1,Weekday
12033,CNB NDLS SHT,KANPUR CENTRAL JN.,NEW DELHI,Sunday,1,Weekend
12034,NDLS CNB SHA,NEW DELHI,KANPUR CENTRAL JN.,Friday,1,Weekday
12035,JP AF SHATAB,JAIPUR JN.,AGRA  FORT,Tuesday,1,Weekday
12036,AF JP SHATAB,AGRA  FORT,JAIPUR JN.,Friday,1,Weekday
12037,NDLS-LDH SHA,NEW DELHI,LUDHIANA JN.,Sunday,1,Weekend
12038,LDH-NDLS SHA,LUDHIANA JN.,NEW DELHI,Sunday,1,Weekend
12039,KGM-NDLS SHA,KATHGODAM,NEW DELHI,Thursday,1,Weekday
12040,NDLS-KGM SHA,NEW DELHI,KATHGODAM,Tuesday,1,Weekday
12041,HWH - NJP SH,HOWRAH JN.,NEW JALPAIGURI JN,Tuesday,1,Weekday
12042,NJP - HWH SH,NEW JALPAIGURI JN,HOWRAH JN.,Saturday,1,Weekend
12043,NDLS-MOGA SH,NEW DELHI,MOGA,Tuesday,1,Weekday
12044,MOGA-NDLS SH,MOGA,NEW DELHI,Sunday,1,Weekend
12045,NDLS-CDG SHA,NEW DELHI,CHANDIGARH,Friday,1,Weekday
12046,CDG-NDLS SHA,CHANDIGARH,NEW DELHI,Tuesday,1,Weekday
12047,BHATINDA SHA,NEW DELHI,FIROZPUR CANTT JN.,Saturday,1,Weekend
12048,NEW DELHI SH,FIROZPUR CANTT JN.,NEW DELHI,Thursday,1,Weekday
12049,GATIMAN EXPR,AGRA CANTT,HAZRAT NIZAMUDDIN JN,Tuesday,1,Weekday
12050,GATIMAN EXPR,HAZRAT NIZAMUDDIN JN,AGRA CANTT,Friday,1,Weekday
12051,JAN SHATABDI,DADAR,MADGOAN JN.,Wednesday,1,Weekday
12052,MAO-DR JAN S,MADGOAN JN.,DADAR,Wednesday,1,Weekday
12053,HW-ASR EXP,HARIDWAR JN,AMRITSAR JN.,Monday,1,Weekday
12054,ASR-HW JAN S,AMRITSAR JN.,HARIDWAR JN,Wednesday,1,Weekday
12055,DDN JANSHATA,NEW DELHI,DEHRA DUN,Wednesday,1,Weekday
12056,NEWDELHI JAN,DEHRA DUN,NEW DELHI,Tuesday,1,Weekday
12057,NDLS-NLDM- J,NEW DELHI,UNA HIMACHAL,Thursday,1,Weekday
12058,NDLS JANSHTB,UNA HIMACHAL,NEW DELHI,Friday,1,Weekday
12059,NZM JAN SHAT,KOTA,HAZRAT NIZAMUDDIN JN,Tuesday,1,Weekday
12060,KOTA JANSHTB,HAZRAT NIZAMUDDIN JN,KOTA,Tuesday,1,Weekday
12061,JBP JANSHATA,HABIBGANJ,JABALPUR,Tuesday,1,Weekday
12062,HBJ JANSHATA,JABALPUR,HABIBGANJ,Tuesday,1,Weekday
12065,NZM JAN SHAT,AJMER JN.,HAZRAT NIZAMUDDIN JN,Wednesday,1,Weekday
12066,AII JAN SHAT,HAZRAT NIZAMUDDIN JN,AJMER JN.,Tuesday,1,Weekday
12067,JANSATABDI E,GUWAHATI,JORHAT TOWN,Thursday,1,Weekday
12068,JANSATBDI EX,JORHAT TOWN,GUWAHATI,Sunday,1,Weekend
12069,RIG - G JANS,RAIGARH,GONDIA JN.,Monday,1,Weekday
12070,G - RIG JANS,GONDIA JN.,RAIGARH,Saturday,1,Weekend
12071,JANSHATABDI,DADAR,JALNA,Wednesday,1,Weekday
12072,JANSHATABDI,JALNA,DADAR,Sunday,1,Weekend
12073,HWH-BBS JAN,HOWRAH JN.,BHUBANESWAR,Monday,1,Weekday
12074,BBS-HWH JAN,BHUBANESWAR,HOWRAH JN.,Friday,1,Weekday
12075,CLT - T VC J,CALICUT,TRIVANDRUM CENTRAL,Thursday,1,Weekday
12076,TVC - CLT JA,TRIVANDRUM CENTRAL,CALICUT,Saturday,1,Weekend
12077,MAS-BZA JAN,CHENNAI CENTRAL,VIJAYWADA JN.,Monday,1,Weekday
12078,BZA-MAS-JAN,VIJAYWADA JN.,CHENNAI CENTRAL,Tuesday,1,Weekday
12079,JANSHATABDI,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),HUBLI JN.,Friday,1,Weekday
12080,JAN SHATABDI,HUBLI JN.,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),Tuesday,1,Weekday
12081,CAN - TVC JA,KANNUR,TRIVANDRUM CENTRAL,Wednesday,1,Weekday
12082,TVC - CAN JA,TRIVANDRUM CENTRAL,KANNUR,Sunday,1,Weekend
12083,MV-CBE JANSH,MAYILADUTURAI JN.,COIMBATORE  JN.,Friday,1,Weekday
12084,CBE-MV JAN S,COIMBATORE  JN.,MAYILADUTURAI JN.,Saturday,1,Weekend
12085,GHY-DBRG SHA,GUWAHATI,DIBRUGARH,Saturday,1,Weekend
12086,DBRG-GHY SHA,DIBRUGARH,GUWAHATI,Thursday,1,Weekday
12087,NHLN - GHY S,NAHARLAGUN,GUWAHATI,Wednesday,1,Weekday
12088,GHY - NHLN S,GUWAHATI,NAHARLAGUN,Wednesday,1,Weekday
12101,JNANESWARI D,LOKMANYA TILAK TERMINUS,HOWRAH JN.,Saturday,1,Weekend
12102,JNANESWARISU,HOWRAH JN.,LOKMANYA TILAK TERMINUS,Thursday,1,Weekday
12103,PUNE-LKO EXP,PUNE JN.,LUCKNOW JN.,Wednesday,1,Weekday
12104,LJN-PUNE EXP,LUCKNOW JN.,PUNE JN.,Saturday,1,Weekend
12105,VIDARBHA EXP,CST-MUMBAI,GONDIA JN.,Sunday,1,Weekend
12106,VIDARBHA EXP,GONDIA JN.,CST-MUMBAI,Sunday,1,Weekend
12107,LTT-LJN EXPR,LOKMANYA TILAK TERMINUS,LUCKNOW JN.,Sunday,1,Weekend
12108,LJN-LTT EXPR,LUCKNOW JN.,LOKMANYA TILAK TERMINUS,Tuesday,1,Weekday
12109,PANCHAVATI E,CST-MUMBAI,MANMAD JN.,Saturday,1,Weekend
12110,PANCHAVTI EX,MANMAD JN.,CST-MUMBAI,Sunday,1,Weekend
12111,CSMT-AMI SF,CST-MUMBAI,AMRAVATI,Sunday,1,Weekend
12112,AMI-CSMT SF,AMRAVATI,CST-MUMBAI,Monday,1,Weekday
12113,PUNE-NGP GAR,PUNE JN.,NAGPUR JN.(CR),Tuesday,1,Weekday
12114,NGP-PUNE GAR,NAGPUR JN.(CR),PUNE JN.,Thursday,1,Weekday
12115,CSTM-SUR SID,CST-MUMBAI,SOLAPUR,Saturday,1,Weekend
12116,SUR-CSMT SID,SOLAPUR,CST-MUMBAI,Saturday,1,Weekend
12117,LTT MANMAD E,LOKMANYA TILAK TERMINUS,MANMAD JN.,Monday,1,Weekday
12118,MANMAD LTT E,MANMAD JN.,LOKMANYA TILAK TERMINUS,Thursday,1,Weekday
12119,AMRAVATI-NGP,AMRAVATI,AJNI,Wednesday,1,Weekday
12120,NGP-AMI EXPR,AJNI,AMRAVATI,Wednesday,1,Weekday
12121,M P SMPRK KR,JABALPUR,HAZRAT NIZAMUDDIN JN,Wednesday,1,Weekday
12122,M P S KRANTI,HAZRAT NIZAMUDDIN JN,JABALPUR,Wednesday,1,Weekday
12123,DECCAN QUEEN,CST-MUMBAI,PUNE JN.,Wednesday,1,Weekday
12124,DECCAN QUEEN,PUNE JN.,CST-MUMBAI,Sunday,1,Weekend
12125,PRAGATI EXPR,CST-MUMBAI,PUNE JN.,Sunday,1,Weekend
12126,PRAGATI EXPR,PUNE JN.,CST-MUMBAI,Saturday,1,Weekend
12127,INTERCITY EX,CST-MUMBAI,PUNE JN.,Monday,1,Weekday
12128,INTERCITY EX,PUNE JN.,CST-MUMBAI,Saturday,1,Weekend
12129,AZAD HIND EX,PUNE JN.,HOWRAH JN.,Tuesday,1,Weekday
12130,HOWRAH PUNE,HOWRAH JN.,PUNE JN.,Wednesday,1,Weekday
12131,DR SAINAGAR,DADAR,SAI NAGAR SHIRDI,Monday,1,Weekday
12132,SAINAGAR DR,SAI NAGAR SHIRDI,DADAR,Wednesday,1,Weekday
12133,CSMT-MAJN EX,CST-MUMBAI,MANGALORE JN,Saturday,1,Weekend
12134,MAJN-CSMT EX,MANGALORE JN,CST-MUMBAI,Friday,1,Weekday
12135,PUNE-NGP EXP,PUNE JN.,NAGPUR JN.(CR),Saturday,1,Weekend
12136,NGP-PUNE EXP,NAGPUR JN.(CR),PUNE JN.,Wednesday,1,Weekday
12137,PUNJAB MAIL,CST-MUMBAI,FIROZPUR CANTT JN.,Sunday,1,Weekend
12138,PUNJAB MAIL,FIROZPUR CANTT JN.,CST-MUMBAI,Thursday,1,Weekday
12139,SEWAGRAM EXP,CST-MUMBAI,NAGPUR JN.(CR),Wednesday,1,Weekday
12140,SEWAGRAM EXP,NAGPUR JN.(CR),CST-MUMBAI,Wednesday,1,Weekday
12141,LTT-PPTA EXP,LOKMANYA TILAK TERMINUS,PATLIPUTRA,Saturday,1,Weekend
12142,PPTA-LTT SF,PATLIPUTRA,LOKMANYA TILAK TERMINUS,Thursday,1,Weekday
12143,LTT-SLN SF E,LOKMANYA TILAK TERMINUS,SULTANPUR JN.,Wednesday,1,Weekday
12144,SLN LTT SF S,SULTANPUR JN.,LOKMANYA TILAK TERMINUS,Thursday,1,Weekday
12145,LTT-PURI WEE,LOKMANYA TILAK TERMINUS,PURI,Saturday,1,Weekend
12146,PURI-LTT WEE,PURI,LOKMANYA TILAK TERMINUS,Sunday,1,Weekend
12147,KOP-NZM EXPR,CHHATRAPATI SHAHU MAHARAJ TERMINUS,HAZRAT NIZAMUDDIN JN,Friday,1,Weekday
12148,NZM-KOP EXPR,HAZRAT NIZAMUDDIN JN,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Monday,1,Weekday
12149,PUNE-DNR EXP,PUNE JN.,DANAPUR,Saturday,1,Weekend
12150,DNR-PUNE EXP,DANAPUR,PUNE JN.,Sunday,1,Weekend
12151,SAMARSATA EX,LOKMANYA TILAK TERMINUS,HOWRAH JN.,Thursday,1,Weekday
12152,HWH-LTT SAMR,HOWRAH JN.,LOKMANYA TILAK TERMINUS,Monday,1,Weekday
12153,LTT-HBJ EXPR,LOKMANYA TILAK TERMINUS,HABIBGANJ,Saturday,1,Weekend
12154,HBJ-LTT EXPR,HABIBGANJ,LOKMANYA TILAK TERMINUS,Friday,1,Weekday
12155,SHAN-E-BPL E,HABIBGANJ,HAZRAT NIZAMUDDIN JN,Tuesday,1,Weekday
12156,SHAN-E- BHOP,HAZRAT NIZAMUDDIN JN,HABIBGANJ,Monday,1,Weekday
12157,HUTATMA EXPR,PUNE JN.,SOLAPUR,Monday,1,Weekday
12158,HUTATMA EXPR,SOLAPUR,PUNE JN.,Saturday,1,Weekend
12159,AMI- JBP SUF,AMRAVATI,JABALPUR,Saturday,1,Weekend
12160,JBP-AMI  SUF,JABALPUR,AMRAVATI,Wednesday,1,Weekday
12161,LASHKAR EXPR,LOKMANYA TILAK TERMINUS,AGRA CANTT,Wednesday,1,Weekday
12162,LASHKAR EXPR,AGRA CANTT,LOKMANYA TILAK TERMINUS,Monday,1,Weekday
12163,CHENNAI EXPR,DADAR,CHENNAI EGMORE,Friday,1,Weekday
12164,CHENNAI EXP,CHENNAI EGMORE,DADAR,Tuesday,1,Weekday
12165,LTT BSB SUP,LOKMANYA TILAK TERMINUS,VARANASI JN.,Tuesday,1,Weekday
12166,BSB LTT SUP,VARANASI JN.,LOKMANYA TILAK TERMINUS,Friday,1,Weekday
12167,LTT(T)-BSB S,LOKMANYA TILAK TERMINUS,VARANASI JN.,Saturday,1,Weekend
12168,BSB-LTT SF E,VARANASI JN.,LOKMANYA TILAK TERMINUS,Friday,1,Weekday
12169,SUR INTERCIT,PUNE JN.,SOLAPUR,Saturday,1,Weekend
12170,PUNE INTERCI,SOLAPUR,PUNE JN.,Thursday,1,Weekday
12171,LTT - HW SUP,LOKMANYA TILAK TERMINUS,HARIDWAR JN,Sunday,1,Weekend
12172,HW - LTT SUP,HARIDWAR JN,LOKMANYA TILAK TERMINUS,Wednesday,1,Weekday
12173,LTT-CNB EXPR,LOKMANYA TILAK TERMINUS,PARTAPGARH JN.,Saturday,1,Weekend
